id,component_id,name,unit,min_value,max_value,current_value,set_value,created_at,updated_at,show_in_graph,is_writable,modbus_address,modbus_type,data_type,show_in_ui,component_name,operand,description
3d2e61d7-46f0-411a-a69e-fe3a444ed4ab,e2f96a0b-9081-4350-8e0d-c7e0c1ab7ef5,pid_period,ms,10,5000,10,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:38.755352+00,false,true,2052,holding_register,int32,false,Backline Heater,W_PIDPeriod3,PID calculation time period in milliseconds that determines control loop frequency
46f37a7c-8aad-49f9-90fe-1881d3b10259,de2a8d6b-0668-4479-b2a6-65efb8d3c6d4,kd,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.334121+00,false,true,2010,holding_register,float,false,Champer Heater,W_kd1,Derivative gain coefficient for PID controller - determines response to rate of change of error
c57b029c-c17a-4f79-b829-e11d3e12fb32,de2a8d6b-0668-4479-b2a6-65efb8d3c6d4,ki,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.288131+00,false,true,2008,holding_register,float,false,Champer Heater,W_ki1,Integral gain coefficient for PID controller - determines response to accumulated error
6979fd01-718f-4d27-a91c-5af3d9d0c52d,de2a8d6b-0668-4479-b2a6-65efb8d3c6d4,kp,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.238443+00,false,true,2006,holding_register,float,false,Champer Heater,W_kp1,Proportional gain coefficient for PID controller - determines response to current error
5a4a739c-6e4d-4966-944a-d3e6f04620fc,de2a8d6b-0668-4479-b2a6-65efb8d3c6d4,autotune_on,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.094531+00,false,true,1,coil,binary,false,Champer Heater,W_PIDTune1,Activates PID autotune mode to automatically calculate optimal PID parameters
b6433c16-cb13-4e6a-b5b8-1b1519f0b44b,de2a8d6b-0668-4479-b2a6-65efb8d3c6d4,temperature_read,°C,0,1000,25.1348920936166,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.189251+00,true,false,2018,input_register,float,true,Champer Heater,R_TCVal1,Current temperature reading from thermocouple in degrees Celsius
43638982-e740-42ad-b0c9-2711f3079576,de2a8d6b-0668-4479-b2a6-65efb8d3c6d4,pid_period,ms,10,5000,10,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.380745+00,false,true,2012,holding_register,int32,false,Champer Heater,W_PIDPeriod1,PID calculation time period in milliseconds that determines control loop frequency
24d47ccc-fb82-4d82-a1ef-69b97221ebba,de2a8d6b-0668-4479-b2a6-65efb8d3c6d4,temp_max_limit,°C,0,1000,1000,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.477726+00,false,true,2016,holding_register,float,false,Champer Heater,W_HeaterMax1,Maximum temperature limit for the heater in degrees Celsius
ca61248a-9be5-43d2-a204-df6f15ef4fe7,de2a8d6b-0668-4479-b2a6-65efb8d3c6d4,power_on,boolean,0,1,0,1,2025-04-21 15:24:16.041814+00,2025-05-01 15:55:28.797314+00,false,true,0,coil,binary,true,Champer Heater,W_PID1,Controls whether the heater is powered on (1) or off (0)
efe5d5a2-fb6f-46af-8629-b7b2f478d80d,de2a8d6b-0668-4479-b2a6-65efb8d3c6d4,pid_output,%,0,100,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.528329+00,false,false,2002,input_register,int32,false,Champer Heater,R_PIDVal1,Current PID controller output value as percentage of maximum power
dfd2c25d-72ca-4bfe-b795-1f210d0f7925,de2a8d6b-0668-4479-b2a6-65efb8d3c6d4,temperature_set,°C,0,1000,25,26,2025-04-21 15:24:16.041814+00,2025-05-01 15:55:37.132421+00,false,true,2000,holding_register,float,true,Champer Heater,W_HeaterSetVal1,Target temperature setpoint for the heater in degrees Celsius
723ae39b-88b5-46ec-b869-f57a50ce3e3f,de2a8d6b-0668-4479-b2a6-65efb8d3c6d4,temp_min_limit,°C,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.428688+00,false,true,2014,holding_register,float,false,Champer Heater,W_HeaterMin1,Minimum temperature limit for the heater in degrees Celsius
e5001e41-7b4e-4afd-aa78-3f862be12f0a,32419eab-9a27-4eea-852f-52dd669dbb10,valve_state,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:41.063892+00,false,true,11,coil,binary,true,Exhaust Gate Valve,W_Exhaust,Controls whether the valve is open (1) or closed (0)
e7ba1c3e-6a3d-4fd9-a07f-0976bd4df4cc,f071d4ad-70f8-460d-8b51-be4d8834c917,temp_max_limit,°C,0,1000,1000,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.109586+00,false,true,2038,holding_register,float,false,Frontline Heater,W_HeaterMax2,Maximum temperature limit for the heater in degrees Celsius
fb6c47f7-ad12-47a8-94c4-b42311f001ab,f071d4ad-70f8-460d-8b51-be4d8834c917,power_on,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.673973+00,false,true,2,coil,binary,true,Frontline Heater,W_PID2,Controls whether the heater is powered on (1) or off (0)
4567ba45-1c86-45d2-bf4d-b1cf306f387a,f071d4ad-70f8-460d-8b51-be4d8834c917,temperature_read,°C,0,1000,25.1348920936166,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.821072+00,true,false,2034,input_register,float,true,Frontline Heater,R_TCVal2,Current temperature reading from thermocouple in degrees Celsius
b9c159b6-7bbc-46ec-86a8-f47b4b0c98fc,f071d4ad-70f8-460d-8b51-be4d8834c917,ki,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.91905+00,false,true,2028,holding_register,float,false,Frontline Heater,W_ki2,Integral gain coefficient for PID controller - determines response to accumulated error
705cfb63-5c04-40e4-874c-13b022430044,f071d4ad-70f8-460d-8b51-be4d8834c917,kp,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.86953+00,false,true,2026,holding_register,float,false,Frontline Heater,W_kp2,Proportional gain coefficient for PID controller - determines response to current error
db6d1da3-6517-4412-ae99-0023a3d5a8e8,f071d4ad-70f8-460d-8b51-be4d8834c917,autotune_on,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.725964+00,false,true,3,coil,binary,false,Frontline Heater,W_PIDTune2,Activates PID autotune mode to automatically calculate optimal PID parameters
4ced68bf-468d-4ddf-b1bc-a52b110f9593,f071d4ad-70f8-460d-8b51-be4d8834c917,pid_output,%,0,100,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.15554+00,false,false,2022,input_register,int32,false,Frontline Heater,R_PIDVal2,Current PID controller output value as percentage of maximum power
59551cec-d4c2-4ff6-9d5b-5460f8201b82,f071d4ad-70f8-460d-8b51-be4d8834c917,pid_period,ms,10,5000,10,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.014723+00,false,true,2032,holding_register,int32,false,Frontline Heater,W_PIDPeriod2,PID calculation time period in milliseconds that determines control loop frequency
2dd5d506-696b-4f35-b374-7bcc84d644ac,f071d4ad-70f8-460d-8b51-be4d8834c917,temperature_set,°C,0,1000,25,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.772408+00,false,true,2020,holding_register,float,true,Frontline Heater,W_HeaterSetVal2,Target temperature setpoint for the heater in degrees Celsius
535aa1cf-1c00-41bc-8877-b35fac02c1cd,f071d4ad-70f8-460d-8b51-be4d8834c917,kd,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.969507+00,false,true,2030,holding_register,float,false,Frontline Heater,W_kd2,Derivative gain coefficient for PID controller - determines response to rate of change of error
926216d4-d7e4-4456-ad01-9d324930276c,f071d4ad-70f8-460d-8b51-be4d8834c917,temp_min_limit,°C,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.061269+00,false,true,2036,holding_register,float,false,Frontline Heater,W_HeaterMin2,Minimum temperature limit for the heater in degrees Celsius
b48a22bf-461f-4c0f-8da9-b1544b0f3d70,9b5812c5-e619-4b24-b7ca-ac9d7119428d,zero_cal,sccm,0,200,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:41.35295+00,false,true,22,coil,binary,false,MFC 1,W_MFCZero1,Activates zero calibration procedure for the mass flow controller at minimum flow point
656f98b2-1d0f-4f65-a5d0-a3b2357bbeaf,9b5812c5-e619-4b24-b7ca-ac9d7119428d,scale_min,sccm,0,200,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:41.444781+00,false,true,2084,holding_register,float,false,MFC 1,W_MFCMin1,Minimum flow rate calibration value in standard cubic centimeters per minute (sccm)
8195ef00-f478-48ee-9ee0-e43cc265ef42,9b5812c5-e619-4b24-b7ca-ac9d7119428d,power_on,boolean,0,1,0,0,2025-04-21 15:24:16.041814+00,2025-05-01 15:54:45.494166+00,false,true,,,,true,MFC 1,,Controls whether the mass flow controller is powered on (1) or off (0)
3e0caa47-f18c-4daf-b0e8-17304ef8d8ce,9b5812c5-e619-4b24-b7ca-ac9d7119428d,flow_set,sccm,0,200,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:41.25792+00,false,true,2086,holding_register,float,true,MFC 1,W_MFCVal1,Target flow rate setpoint for the mass flow controller in standard cubic centimeters per minute (sccm)
35969620-6843-4130-8eca-d6b62dc74dbf,9b5812c5-e619-4b24-b7ca-ac9d7119428d,flow_read,sccm,0,200,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:41.3069+00,true,false,2082,input_register,float,true,MFC 1,R_MFCVal1,Current flow rate reading from the mass flow controller in standard cubic centimeters per minute (sccm)
4c2e51ab-d694-4d85-8c26-01c0ec732e1e,9b5812c5-e619-4b24-b7ca-ac9d7119428d,scale_min_voltage,V,0,10,0,,2025-05-03 19:50:15.489988+00,2025-05-03 19:50:15.489988+00,false,true,2100,holding_register,float,false,MFC 1,W_MFCMinV1,Minimum voltage calibration value for the MFC analog input (typically 0-5V or 0-10V scale)
83b03e5c-ec49-4123-80e6-8043302bbe3d,9b5812c5-e619-4b24-b7ca-ac9d7119428d,span_cal,sccm,0,200,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:41.398808+00,false,true,21,coil,binary,false,MFC 1,W_MFCSpan1,Activates span calibration procedure for the mass flow controller at maximum flow point
12db5c62-1791-4b52-85e7-491965dc02e9,9b5812c5-e619-4b24-b7ca-ac9d7119428d,scale_max,sccm,0,200,200,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:41.489921+00,false,true,2080,holding_register,float,false,MFC 1,W_MFCMax1,Maximum flow rate calibration value in standard cubic centimeters per minute (sccm)
a9db4b32-e34a-4cf1-82ac-eb32ce63ca2d,9b5812c5-e619-4b24-b7ca-ac9d7119428d,scale_max_voltage,V,0,10,10,,2025-05-03 19:50:15.489988+00,2025-05-03 19:50:15.489988+00,false,true,2098,holding_register,float,false,MFC 1,W_MFCMaxV1,Maximum voltage calibration value for the MFC analog input (typically 0-5V or 0-10V scale)
475ea660-2251-4d91-bdbd-0766a8655ddd,1e26eeff-9db1-4da5-bf33-fd16f81816f9,zero_cal,%,0,100,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:41.677592+00,false,true,,,,false,Nitrogen Generator,,Activates zero calibration procedure for the nitrogen purity sensor at minimum purity point
5090a678-2d53-4bab-bc81-977b47190c51,1e26eeff-9db1-4da5-bf33-fd16f81816f9,scale_max,%,0,100,100,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:41.818297+00,false,true,,,,false,Nitrogen Generator,,Maximum purity calibration value as percentage (%)
31f98043-793e-4b96-aa2c-ef4aa70751cb,1e26eeff-9db1-4da5-bf33-fd16f81816f9,fault_status,boolean,0,1,0,,2025-05-03 19:51:55.738045+00,2025-05-03 19:51:55.738045+00,false,false,36,discrete_input,binary,true,Nitrogen Generator,R_N2Fault,Indicates whether the nitrogen generator is in fault state (1) or normal operation (0)
1f2b1f8f-a756-4abb-bd0f-0bf05b9888b3,1e26eeff-9db1-4da5-bf33-fd16f81816f9,scale_min,%,0,100,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:41.770839+00,false,true,,,,false,Nitrogen Generator,,Minimum purity calibration value as percentage (%)
9f5387b8-a1b8-4b44-b4a5-be8134e834c5,1e26eeff-9db1-4da5-bf33-fd16f81816f9,span_cal,%,0,100,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:41.723279+00,false,true,,,,false,Nitrogen Generator,,Activates span calibration procedure for the nitrogen purity sensor at maximum purity point
3f9fffa2-3176-43c3-a159-ffd4c3aadbb8,1e26eeff-9db1-4da5-bf33-fd16f81816f9,purity_read,%,0,100,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:41.627413+00,false,false,35,discrete_input,binary,true,Nitrogen Generator,R_N2Ready,Current nitrogen purity reading as percentage (%) of total gas volume
9c53f4ef-5506-4a45-9718-af8a7b233056,1e26eeff-9db1-4da5-bf33-fd16f81816f9,power_on,boolean,0,1,0,,2025-05-03 19:51:55.738045+00,2025-05-03 19:51:55.738045+00,false,true,37,coil,binary,true,Nitrogen Generator,W_N2Generator,Controls whether the nitrogen generator is powered on (1) or off (0)
e00b0f66-3c05-48a1-8318-f7d1da5f628e,73517548-14c3-4607-8acb-155bfa92eb1a,temperature_read,°C,0,250,25.1348920936166,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:42.946222+00,false,false,2110,input_register,float,true,Precursor 1 Heater,R_TCVal4,Current temperature reading from thermocouple in degrees Celsius
940c3d48-dc75-4cef-8041-383df36d0d40,73517548-14c3-4607-8acb-155bfa92eb1a,power_on,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:42.802251+00,false,true,23,coil,binary,true,Precursor 1 Heater,W_PID4,Controls whether the heater is powered on (1) or off (0)
bb9ebcda-a4a2-40ec-85b5-9d62a5cdb1ff,73517548-14c3-4607-8acb-155bfa92eb1a,pid_output,%,0,100,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:32.489721+00,false,false,2116,input_register,int32,false,Precursor 1 Heater,R_PIDVal4,Current PID controller output value as percentage of maximum power
265d5d44-fd43-4274-a0f1-d49026f863af,73517548-14c3-4607-8acb-155bfa92eb1a,pid_period,ms,10,5000,10,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:32.347504+00,false,true,2108,holding_register,int32,false,Precursor 1 Heater,W_PIDPeriod4,PID calculation time period in milliseconds that determines control loop frequency
d0f19464-4af7-4bd4-9906-d29fe6a180e4,73517548-14c3-4607-8acb-155bfa92eb1a,autotune_on,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:42.849997+00,false,true,24,coil,binary,false,Precursor 1 Heater,W_PIDTune4,Activates PID autotune mode to automatically calculate optimal PID parameters
5de620f7-c5b2-4b2f-a13c-49967ad15524,73517548-14c3-4607-8acb-155bfa92eb1a,kp,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:42.994784+00,false,true,2102,holding_register,float,false,Precursor 1 Heater,W_kp4,Proportional gain coefficient for PID controller - determines response to current error
6107c0d1-583d-4faa-b58d-ccaca4666fdc,73517548-14c3-4607-8acb-155bfa92eb1a,ki,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:32.255034+00,false,true,2104,holding_register,float,false,Precursor 1 Heater,W_ki4,Integral gain coefficient for PID controller - determines response to accumulated error
313ed808-d2c7-4694-994d-d98d3b2a30b5,73517548-14c3-4607-8acb-155bfa92eb1a,kd,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:32.299103+00,false,true,2106,holding_register,float,false,Precursor 1 Heater,W_kd4,Derivative gain coefficient for PID controller - determines response to rate of change of error
38f835ca-2d10-44ef-8400-4918b27d77dc,73517548-14c3-4607-8acb-155bfa92eb1a,temp_min_limit,°C,0,200,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:32.396685+00,false,true,2114,holding_register,float,false,Precursor 1 Heater,W_HeaterMin4,Minimum temperature limit for the heater in degrees Celsius
15a77e1b-b0ec-404d-ad87-45dbd1fd5fd2,73517548-14c3-4607-8acb-155bfa92eb1a,temperature_set,°C,0,250,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:42.89719+00,false,true,2112,holding_register,float,true,Precursor 1 Heater,W_HeaterSetVal4,Target temperature setpoint for the heater in degrees Celsius
a4bf7086-0497-4bf8-8e2c-6368c9581e2a,73517548-14c3-4607-8acb-155bfa92eb1a,temp_max_limit,°C,0,250,250,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:32.442498+00,false,true,2118,holding_register,float,false,Precursor 1 Heater,W_HeaterMax4,Maximum temperature limit for the heater in degrees Celsius
d453ed9f-ed5e-4fff-bba4-f51d101b97db,a6ce50d1-41a4-4130-b91c-8cf0ce577d5a,ki,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:32.87301+00,false,true,2124,holding_register,float,false,Precursor 2 Heater,W_ki5,
f90fae9a-d297-4d85-b170-2f157e716432,a6ce50d1-41a4-4130-b91c-8cf0ce577d5a,temperature_read,°C,0,250,25.0401879545678,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:32.77716+00,false,false,2132,input_register,float,true,Precursor 2 Heater,R_TCVal5,
b382ad1d-d9d1-4a94-b9fa-5a962afe98a7,a6ce50d1-41a4-4130-b91c-8cf0ce577d5a,temp_min_limit,°C,0,200,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.01484+00,false,true,2138,holding_register,float,false,Precursor 2 Heater,W_HeaterMin5,
7e20f66d-ea98-4893-a988-618608855eb4,a6ce50d1-41a4-4130-b91c-8cf0ce577d5a,kp,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:32.824879+00,false,true,2122,holding_register,float,false,Precursor 2 Heater,W_kp5,
774f7d29-e823-4b98-8e14-3aac77bd7599,a6ce50d1-41a4-4130-b91c-8cf0ce577d5a,kd,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:32.920141+00,false,true,2126,holding_register,float,false,Precursor 2 Heater,W_kd5,
65bc0885-e5fa-49e8-96d9-f1ef592f1c20,a6ce50d1-41a4-4130-b91c-8cf0ce577d5a,temp_max_limit,°C,0,250,250,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.062636+00,false,true,2140,holding_register,float,false,Precursor 2 Heater,W_HeaterMax5,
5b68242e-aabe-4bd7-93b3-5f0544623668,a6ce50d1-41a4-4130-b91c-8cf0ce577d5a,pid_period,ms,10,5000,10,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:32.966632+00,false,true,2128,holding_register,int32,false,Precursor 2 Heater,W_PIDPeriod5,
3865e2cc-de9b-46ee-bc7d-05a50c6350ce,a6ce50d1-41a4-4130-b91c-8cf0ce577d5a,pid_output,%,0,100,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.107946+00,false,false,2134,input_register,int32,false,Precursor 2 Heater,R_PIDVal5,
08c938fc-63e0-4f71-b8a7-8af3ca8524b3,a6ce50d1-41a4-4130-b91c-8cf0ce577d5a,autotune_on,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:32.68056+00,false,true,26,coil,binary,false,Precursor 2 Heater,W_PIDTune5,
3c215451-4f30-438b-8ff9-fc0ee2b6f8ab,a6ce50d1-41a4-4130-b91c-8cf0ce577d5a,power_on,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:32.633158+00,false,true,25,coil,binary,true,Precursor 2 Heater,W_PID5,
108b3663-ac43-4d4b-af14-41f13a7b500f,a6ce50d1-41a4-4130-b91c-8cf0ce577d5a,temperature_set,°C,0,250,0,250,2025-04-21 15:24:16.041814+00,2025-04-30 20:07:28.322506+00,false,true,2130,holding_register,float,true,Precursor 2 Heater,W_HeaterSetVal5,
19a3bd3a-a55e-4fe1-bc8a-858943e4707a,12060510-4656-4d66-858b-32dc3a12132f,temp_max_limit,°C,0,250,250,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.68099+00,false,true,2160,holding_register,float,false,Precursor 3 Heater,W_HeaterMax6,Maximum temperature limit for the heater in degrees Celsius
7f1b3a8a-03ea-494d-b4b3-6b4ea64185cc,12060510-4656-4d66-858b-32dc3a12132f,ki,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.48857+00,false,true,2150,holding_register,float,false,Precursor 3 Heater,W_ki6,Integral gain coefficient for PID controller - determines response to accumulated error
ffea2ebf-7bc4-4d6a-a66d-be6e70819b17,12060510-4656-4d66-858b-32dc3a12132f,kp,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.441661+00,false,true,2152,holding_register,float,false,Precursor 3 Heater,W_kp6,Proportional gain coefficient for PID controller - determines response to current error
c2f947a1-3456-49e1-8368-b6370d0b3593,12060510-4656-4d66-858b-32dc3a12132f,autotune_on,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.301338+00,false,true,28,coil,binary,false,Precursor 3 Heater,W_PIDTune6,Activates PID autotune mode to automatically calculate optimal PID parameters
ccff6e5f-ce1e-462d-bdc8-10ac0173ec7c,12060510-4656-4d66-858b-32dc3a12132f,temperature_set,°C,0,250,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.348906+00,false,true,2144,holding_register,float,true,Precursor 3 Heater,W_HeaterSetVal6,Target temperature setpoint for the heater in degrees Celsius
894973c4-4796-4a04-b7c7-f67d4d31fa79,12060510-4656-4d66-858b-32dc3a12132f,temperature_read,°C,0,250,25.0401879545678,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.396483+00,false,false,2146,input_register,float,true,Precursor 3 Heater,R_TCVal6,Current temperature reading from thermocouple in degrees Celsius
25c61abd-bf60-49c9-868d-f6124af31be8,12060510-4656-4d66-858b-32dc3a12132f,temp_min_limit,°C,0,200,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.632924+00,false,true,2158,holding_register,float,false,Precursor 3 Heater,W_HeaterMin6,Minimum temperature limit for the heater in degrees Celsius
9c2d6a54-f476-4142-8846-02a5b4b215bf,12060510-4656-4d66-858b-32dc3a12132f,pid_period,ms,10,5000,10,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.583986+00,false,true,2142,holding_register,int32,false,Precursor 3 Heater,W_PIDPeriod6,PID calculation time period in milliseconds that determines control loop frequency
83dd3549-cdc6-424f-8e57-4f37ea3e478c,12060510-4656-4d66-858b-32dc3a12132f,pid_output,%,0,100,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.729035+00,false,false,2154,input_register,int32,false,Precursor 3 Heater,R_PIDVal6,Current PID controller output value as percentage of maximum power
d09fa832-5a9a-42ca-bc5c-82e6d7dce529,12060510-4656-4d66-858b-32dc3a12132f,kd,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.535865+00,false,true,2148,holding_register,float,false,Precursor 3 Heater,W_kd6,Derivative gain coefficient for PID controller - determines response to rate of change of error
687cf16a-8d3d-45ce-8a94-d20ec07f6dcd,12060510-4656-4d66-858b-32dc3a12132f,power_on,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.249627+00,false,true,27,coil,binary,true,Precursor 3 Heater,W_PID6,Controls whether the heater is powered on (1) or off (0)
b6ffc326-6445-440f-9642-39e86953b399,0981d5ef-e608-45f2-ab4d-4d7d19a3c272,power_on,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.870175+00,false,true,29,coil,binary,true,Precursor 4 Heater,W_PID7,Controls whether the heater is powered on (1) or off (0)
74f67e21-e58f-4a68-b7ec-73556fab18cf,0981d5ef-e608-45f2-ab4d-4d7d19a3c272,temp_min_limit,°C,0,200,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.255033+00,false,true,2178,holding_register,float,false,Precursor 4 Heater,W_HeaterMin7,Minimum temperature limit for the heater in degrees Celsius
